ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
1450050_at	0.0120183	8.64E-05	-7.097984	1.990658	-0.909681	Hira
1421846_at	0.0120183	8.75E-05	7.08576	1.978364	0.6136748	Wsb2
1446990_at	0.0120183	8.77E-05	-7.08331	1.975897	-0.7234198	Nfia
1417933_at	0.0120183	8.78E-05	-7.082717	1.975301	-0.8000412	Igfbp6
1455329_at	0.0120183	8.80E-05	-7.080457	1.973024	-0.6474188	Cdc37l1
1455425_at	0.0120183	8.80E-05	-7.079854	1.972418	-1.3642462	Tet1
1430176_at	0.0120183	8.81E-05	-7.079551	1.972112	-0.717453	Kbtbd13
1426326_at	0.0120183	8.81E-05	-7.079136	1.971694	-0.6327565	Zfp91
1426313_at	0.0120183	8.88E-05	7.071578	1.964076	0.7906154	Bre
1435987_x_at	0.0120183	8.91E-05	-7.068154	1.960623	-1.0671874	1110059G02Rik///Sntb1
1441751_at	0.0120183	8.91E-05	-7.06804	1.960509	-0.7502329	AW493563
1426278_at	0.0120183	8.92E-05	-7.067422	1.959885	-2.383702	Ifi27l2a
1460436_at	0.0120183	8.95E-05	-7.063293	1.955718	-0.6937893	Ndst1
1436411_at	0.0120183	8.97E-05	7.061578	1.953987	0.9880068	Atp13a5
1434667_at	0.0120183	8.97E-05	-7.061177	1.953582	-1.3368943	Col8a2
1455113_at	0.0120183	8.98E-05	-7.060469	1.952867	-0.7708741	Armc8
1420820_at	0.0120891	9.06E-05	7.051822	1.944131	0.5779747	Myl12a
1440286_at	0.0123841	9.33E-05	-7.023617	1.915568	-0.633937	Fbxl16
1416418_at	0.0123841	9.34E-05	7.022506	1.914441	1.0179701	Gabarapl1
1450505_a_at	0.0124177	9.39E-05	7.017002	1.908854	0.5690979	Fam134b
1456586_x_at	0.0125805	9.54E-05	7.001463	1.893062	0.7855864	Mvp
1416203_at	0.0126015	9.61E-05	-6.994455	1.885929	-0.5903149	Aqp1
1439196_at	0.0126015	9.61E-05	-6.994168	1.885637	-0.6276498	Hook3
1451782_a_at	0.0126711	9.74E-05	6.981756	1.872988	0.6882638	Slc29a1
1436344_at	0.0126711	9.74E-05	-6.980833	1.872047	-0.60265	C2cd2
1418019_at	0.0126711	9.75E-05	6.980376	1.871581	0.7443093	Cpd
1418517_at	0.0126763	9.78E-05	6.977104	1.868242	1.2045315	Irx3
1460169_a_at	0.0126763	9.84E-05	-6.971115	1.862128	-0.6154469	Cdk16
1436520_at	0.0126763	9.84E-05	6.970914	1.861923	0.6281032	Ahnak2
1455002_at	0.0126763	9.90E-05	-6.96585	1.85675	-0.6039901	Gm13363///Ptp4a1
1437206_at	0.0126763	9.90E-05	-6.96517	1.856055	-0.7629727	Setd5
1434354_at	0.0126763	9.94E-05	6.961204	1.852	0.7649821	Maob
1449629_s_at	0.0126763	9.95E-05	6.960612	1.851395	0.6075103	Snrpd3
1424613_at	0.0127664	1.00E-04	6.95102	1.841581	0.7332977	Gprc5b
1423718_at	0.0128001	1.01E-04	-6.945749	1.836181	-0.5493776	Ak3
1426464_at	0.0129525	1.03E-04	-6.93159	1.821663	-0.7350158	Nr1d1
1454919_at	0.0132999	1.06E-04	-6.903366	1.792641	-0.7984193	Nmt2
1460460_a_at	0.0133768	1.06E-04	6.895129	1.784152	0.605718	Gorasp2
1419754_at	0.0133927	1.07E-04	6.89131	1.780214	1.230904	Myo5a
1450013_at	0.0134037	1.07E-04	6.887858	1.776652	0.6865175	Myl12a
1418930_at	0.0134243	1.08E-04	6.882502	1.771122	1.3822134	Cxcl10
1438506_s_at	0.0134243	1.08E-04	-6.881072	1.769645	-0.6235731	Abi1
1455144_s_at	0.0134365	1.08E-04	6.877557	1.766014	0.7035656	Arhgap44
1422865_at	0.0134517	1.09E-04	6.873835	1.762166	1.4661829	Runx1
1450070_s_at	0.0136221	1.11E-04	6.854956	1.742624	0.6074801	Pak1
1437884_at	0.0136221	1.11E-04	-6.851496	1.739037	-0.7272232	Arl5b
1449250_at	0.0136221	1.12E-04	-6.850081	1.73757	-0.6105677	Prcc
1425426_a_at	0.0136221	1.12E-04	6.84918	1.736635	0.5852005	Mef2a
1430614_at	0.0136221	1.12E-04	-6.843101	1.730328	-0.6637073	Tldc1
1425270_at	0.0136221	1.12E-04	-6.842851	1.730069	-0.7489803	Kif1b
1429870_at	0.0136221	1.13E-04	-6.838398	1.725445	-0.7983163	Tnik
1428410_at	0.0136221	1.13E-04	6.835874	1.722823	0.6120234	Naa50
1416180_a_at	0.0136221	1.13E-04	-6.835803	1.722749	-0.5860594	Rdx
1417481_at	0.0136221	1.14E-04	-6.832815	1.719644	-0.7013783	Ramp1
1441069_at	0.0136221	1.14E-04	6.83081	1.71756	0.593626	Zdhhc23
1457724_at	0.0136221	1.14E-04	-6.830791	1.717541	-0.8826945	Ctsl
1434273_at	0.0136646	1.15E-04	6.822084	1.708484	0.9492464	Fam174b
1417288_at	0.0136646	1.15E-04	-6.822061	1.70846	-0.67358	Plekha2
1421922_at	0.0136646	1.15E-04	-6.818338	1.704584	-0.7978805	Sh3bp5
1415773_at	0.0136646	1.15E-04	6.817744	1.703966	0.7590754	Ncl
1435571_at	0.0136735	1.16E-04	6.814618	1.70071	1.9137481	Mpzl3
1422580_at	0.0137733	1.17E-04	6.804652	1.690322	0.793615	Myl4
1458701_at	0.0137733	1.17E-04	-6.802709	1.688295	-1.2346698	Gpcpd1
1443745_s_at	0.0138583	1.19E-04	-6.792055	1.677172	-0.6316848	Dmp1
1454693_at	0.0138583	1.19E-04	6.791905	1.677015	0.6690616	Hdac4
1438268_at	0.0139907	1.20E-04	-6.780399	1.664986	-0.8002168	Rc3h2
1425543_s_at	0.0140068	1.20E-04	6.776855	1.661278	1.035129	Plekha5
1421052_a_at	0.0140132	1.21E-04	6.773976	1.658264	0.6426672	Gm14680///Sms
1443218_at	0.0140392	1.21E-04	-6.769773	1.653861	-1.0047838	
1418206_at	0.0140791	1.22E-04	6.763867	1.647672	0.62192	Sdf2l1
1449131_s_at	0.0140791	1.22E-04	-6.762232	1.645957	-1.010467	Cd1d1
1421979_at	0.0140813	1.23E-04	-6.759661	1.643261	-1.0679727	Phex
1416166_a_at	0.0141892	1.24E-04	-6.750021	1.633142	-0.7129161	Prdx4
1435484_at	0.0141896	1.25E-04	-6.744095	1.626915	-1.3672324	Slc5a3
1426471_at	0.0141896	1.25E-04	6.741626	1.62432	0.8347845	Zfp52
1424699_at	0.0141896	1.25E-04	6.740804	1.623456	0.6052052	Ccdc136
1444178_at	0.0141896	1.25E-04	-6.740428	1.623061	-0.5891851	Gm9895
1442307_at	0.0142213	1.26E-04	-6.735944	1.618344	-0.6465504	Usp15
1432554_at	0.0142695	1.27E-04	6.725426	1.60727	0.5427593	2310040G07Rik
1448192_s_at	0.0142695	1.27E-04	6.725282	1.607119	0.698438	Prps1l3///Prps1
1423481_at	0.0142695	1.27E-04	6.723385	1.605119	0.5559537	Riok2
1436991_x_at	0.0142695	1.28E-04	-6.723313	1.605043	-0.5418876	Gsn
1445843_at	0.0143151	1.28E-04	-6.716476	1.597835	-0.6739411	Chd2
1449187_at	0.0143151	1.29E-04	-6.715627	1.59694	-0.6585834	Pdgfa
1425394_at	0.0143809	1.29E-04	6.708972	1.589916	0.9472804	BC023105
1434101_at	0.0143964	1.30E-04	-6.702233	1.582799	-0.587267	Nfib
1437774_at	0.0143964	1.30E-04	-6.701943	1.582492	-0.5967135	1700020I14Rik
1455204_at	0.0143964	1.31E-04	-6.701014	1.58151	-0.687352	Pitpnc1
1435917_at	0.0144188	1.31E-04	6.69725	1.577531	0.7973736	Ociad2
1452899_at	0.0148844	1.36E-04	-6.665073	1.543439	-2.3209706	Rian
1425329_a_at	0.0149152	1.36E-04	6.660854	1.53896	0.5988607	Cyb5r3
1434005_at	0.0149159	1.37E-04	-6.658534	1.536494	-0.5761077	Rbms1
1455094_s_at	0.0149775	1.38E-04	-6.651117	1.52861	-0.5660355	Ube2g1
1426534_a_at	0.0149775	1.38E-04	6.649699	1.527102	0.6073474	Arfgap3
1426221_at	0.0149775	1.38E-04	6.647888	1.525175	0.6898204	Vwa5a
1453898_at	0.0149901	1.39E-04	6.64485	1.521942	1.600898	Nmrk2
1438006_at	0.0150095	1.39E-04	-6.641394	1.518262	-0.5756944	Gid4
1438091_a_at	0.0150141	1.39E-04	-6.638869	1.515573	-0.5858888	H2afz
1454015_a_at	0.0151036	1.41E-04	6.631077	1.507269	0.7077543	Cdh13
1436747_at	0.0151072	1.41E-04	-6.62863	1.504659	-0.5804879	Gm7367///Ubald2
1431431_a_at	0.0151152	1.41E-04	6.625919	1.501768	0.6123574	Nfs1
1420592_a_at	0.0151593	1.42E-04	6.620984	1.4965	0.5627586	Anp32e
1455061_a_at	0.0152309	1.43E-04	6.61438	1.489446	0.6892714	Acaa2
1442428_at	0.0153128	1.44E-04	-6.606546	1.481072	-0.7004629	
1452670_at	0.0153128	1.45E-04	6.604984	1.479401	1.0973572	Myl9
1419037_at	0.0153531	1.46E-04	-6.598074	1.472005	-0.7230357	Csnk2a1
1418015_at	0.0153531	1.46E-04	-6.596255	1.470057	-0.6496046	Pum2
1421923_at	0.0153531	1.46E-04	-6.593207	1.466793	-0.9453255	Sh3bp5
1435990_at	0.0153531	1.47E-04	-6.592905	1.466469	-1.0662832	Adamts2
1433615_at	0.0153531	1.47E-04	-6.59166	1.465134	-0.603009	Tmem117
1416879_at	0.0154391	1.48E-04	-6.583629	1.456524	-0.7470342	Mrpl51
1416794_at	0.0154391	1.48E-04	6.58215	1.454937	0.776185	Atl2
1449466_at	0.0154912	1.49E-04	-6.574779	1.447025	-0.9045563	Clec3b
1457344_at	0.0154912	1.50E-04	6.573839	1.446016	0.7627126	Neto2
1428112_at	0.0154912	1.50E-04	6.572108	1.444156	0.5991959	Manf
1425756_at	0.0154912	1.50E-04	6.570169	1.442073	0.6701075	Rab40b
1426387_x_at	0.0154912	1.51E-04	6.567667	1.439384	1.0058002	Pisd///Pisd-ps1///Pisd-ps3
1435115_at	0.0154912	1.51E-04	-6.565292	1.436831	-0.7930675	Fndc5
1427065_at	0.0154912	1.51E-04	-6.56403	1.435474	-0.7536198	Gid4
1422509_at	0.0154912	1.51E-04	-6.562006	1.433297	-0.6610161	U2af1
1455724_at	0.0154913	1.52E-04	-6.558354	1.429368	-0.6818605	Prrg1
1450039_at	0.0154913	1.52E-04	6.557801	1.428773	0.8093147	Usp9x
1458087_at	0.0155361	1.53E-04	-6.553027	1.423633	-0.8295489	Stac3
1419568_at	0.0156932	1.55E-04	-6.540936	1.410603	-0.5902283	Mapk1
1439747_at	0.0156932	1.55E-04	-6.539543	1.4091	-0.5735616	Ptges
1437513_a_at	0.0157064	1.56E-04	6.536689	1.406021	0.7426326	Serinc1
1449054_a_at	0.0158928	1.58E-04	-6.523704	1.391997	-0.6451111	Pcbp4
1443952_at	0.0159353	1.59E-04	-6.516375	1.384071	-1.0101686	Thra
1450888_at	0.0159353	1.59E-04	6.514632	1.382185	0.534496	Napb
1449297_at	0.0159353	1.60E-04	6.51387	1.381361	0.6275065	Casp12
1418652_at	0.0159353	1.60E-04	-6.510223	1.377413	-0.8684512	Cxcl9
1459840_s_at	0.0159353	1.60E-04	-6.509872	1.377032	-0.9222484	Ccdc28b
1446096_at	0.0159353	1.61E-04	6.508372	1.375408	0.6422934	2310001H17Rik
1418350_at	0.0159353	1.61E-04	-6.506917	1.373832	-0.7247306	Hbegf
1416881_at	0.0159532	1.61E-04	6.503064	1.369658	0.5771521	Mcl1
1435087_at	0.0159532	1.62E-04	-6.501839	1.36833	-0.6249962	Zfp362
1453839_a_at	0.0160674	1.63E-04	-6.493245	1.359009	-1.1300747	Pi16
1451359_at	0.0160973	1.64E-04	-6.489524	1.354971	-0.6384426	Lpcat1
1443166_at	0.0161535	1.65E-04	-6.482891	1.347767	-0.6281031	
1422687_at	0.0161535	1.65E-04	-6.482313	1.347139	-0.5956651	Nras
1425039_at	0.0162231	1.66E-04	-6.476367	1.340676	-1.0204698	Itgbl1
1456698_s_at	0.0163306	1.68E-04	-6.468303	1.331903	-0.5269857	Hnrnpdl
1420867_at	0.0163519	1.68E-04	6.465128	1.328446	0.9869046	Gm10698///Tmed2
1430886_at	0.0163931	1.69E-04	6.460837	1.323771	0.941962	1700112E06Rik
1433956_at	0.0163938	1.70E-04	-6.45769	1.320342	-0.7639976	Cdh5
1437465_a_at	0.0163938	1.70E-04	6.456857	1.319434	0.5263181	P4hb
1456315_a_at	0.0165179	1.71E-04	-6.447981	1.309752	-0.8086998	Hacd1
1423033_at	0.0168437	1.75E-04	-6.428135	1.288066	-0.5981375	Stt3a
1431694_a_at	0.0169537	1.77E-04	-6.420131	1.279304	-0.6530992	Ctnnbip1
1436200_at	0.0169537	1.77E-04	6.418293	1.277292	0.7466746	Lonrf3
1453135_at	0.0171473	1.79E-04	-6.405985	1.263798	-0.8795472	Fndc5
1453750_x_at	0.0171711	1.80E-04	-6.402785	1.260287	-0.6642817	Pitpnc1
1429045_at	0.0172186	1.81E-04	-6.398342	1.255408	-0.5604619	Smurf2
1452812_at	0.0174134	1.83E-04	-6.386039	1.241886	-0.6140407	Adgrl1
1438651_a_at	0.0174134	1.84E-04	-6.384251	1.239919	-1.5073454	Aplnr
1441945_s_at	0.0176528	1.87E-04	-6.368745	1.222842	-0.5633342	Abhd14a
1435803_a_at	0.0176528	1.87E-04	-6.368018	1.222041	-0.5303109	Eif4e2
1423691_x_at	0.0176867	1.88E-04	6.361488	1.214838	0.9170778	Krt8
1431413_at	0.0176867	1.89E-04	-6.357399	1.210325	-0.783141	Ramp1
1417801_a_at	0.0176867	1.89E-04	6.357376	1.2103	0.5140532	Ppfibp2
1431074_a_at	0.0176867	1.90E-04	-6.354334	1.206941	-0.6975162	Pitpnc1
1415756_a_at	0.0176867	1.91E-04	6.351418	1.20372	0.5843237	Snapin
1429189_at	0.0176867	1.91E-04	-6.347764	1.199682	-0.8643626	Arsb
1427100_at	0.0176867	1.91E-04	-6.347184	1.199041	-0.7463646	Metrn
1450414_at	0.0176867	1.92E-04	-6.346841	1.198662	-0.6088309	Pdgfb
1439491_at	0.0176867	1.92E-04	-6.344926	1.196545	-0.6842327	Lrrc38
1433536_at	0.0176867	1.92E-04	6.344829	1.196437	0.8598095	Lrp11
1436051_at	0.0176867	1.92E-04	6.344779	1.196382	1.0708721	Myo5a
1453084_s_at	0.0176867	1.92E-04	-6.342797	1.19419	-1.02589	Col22a1
1418545_at	0.0176867	1.93E-04	-6.341921	1.193221	-0.5911222	Wasf1
1429553_at	0.0177831	1.94E-04	-6.333167	1.183533	-1.1197478	Cilp2
1417947_at	0.0177831	1.95E-04	6.330467	1.180542	0.5333261	Pcna
1448155_at	0.0177831	1.95E-04	-6.330281	1.180337	-0.5334077	Pdcd6ip
1435345_at	0.0177831	1.95E-04	-6.329526	1.1795	-0.5349138	Cercam
1417522_at	0.0177831	1.96E-04	6.325583	1.17513	0.8374911	Fbxo32
1426226_at	0.0177831	1.96E-04	6.325184	1.174688	0.5886689	Dyrk1a
1429656_at	0.0177831	1.97E-04	6.323019	1.172288	0.6881394	Rhobtb1
1449533_at	0.0177831	1.97E-04	6.322111	1.171281	1.2630607	Tmem100
1423995_at	0.0177831	1.97E-04	-6.319243	1.1681	-0.5860182	Kif1b
1424010_at	0.0177831	1.98E-04	-6.318754	1.167557	-0.970634	Mfap4
1457701_at	0.0178107	1.98E-04	6.315548	1.164	0.7617993	Tmem136
1423608_at	0.0178165	1.99E-04	-6.311832	1.159875	-0.881645	Itm2a
1448469_at	0.0178165	1.99E-04	-6.311661	1.159685	-0.8973153	Nid1
1460042_at	0.017997	2.02E-04	6.300775	1.147589	0.7045115	Slc23a3
1455048_at	0.0180003	2.02E-04	-6.298826	1.145421	-0.7544751	Igsf3
1453344_at	0.0181243	2.04E-04	6.290845	1.13654	1.5736238	1810032O08Rik
1437171_x_at	0.0181243	2.04E-04	-6.289079	1.134574	-0.5226692	Gsn
1426752_at	0.0181447	2.05E-04	-6.285539	1.130632	-0.572344	Jade1
1429448_s_at	0.0181447	2.05E-04	-6.284526	1.129503	-0.6544173	Tet1
1420757_at	0.0181497	2.06E-04	-6.282512	1.127259	-0.7476733	Myf5
1419423_at	0.0182596	2.07E-04	6.274602	1.118438	0.8466732	Stab2
1416403_at	0.0182596	2.08E-04	6.273568	1.117284	0.5633481	Abcb10
1456312_x_at	0.0182796	2.08E-04	-6.270755	1.114145	-0.556327	Gsn
1435784_at	0.0182796	2.09E-04	-6.269069	1.112263	-0.6148582	Atg9a
1422813_at	0.0182796	2.09E-04	6.266207	1.109067	0.5476997	Cacng1
1436890_at	0.0182796	2.10E-04	6.264247	1.106878	0.566105	Uap1l1
1457296_at	0.0182796	2.10E-04	6.263862	1.106448	1.5152489	Cilp
1437181_at	0.0182938	2.11E-04	-6.260904	1.103142	-0.8077205	Peli2
1426306_a_at	0.0182938	2.11E-04	6.259562	1.101643	0.8743976	Maged2
1416637_at	0.0182938	2.11E-04	-6.257831	1.099708	-0.6181531	Slc4a2
1434943_at	0.0182938	2.12E-04	6.256256	1.097946	0.614196	Morn4
1417290_at	0.0184094	2.13E-04	-6.248887	1.089702	-0.881602	Lrg1
1420899_at	0.01843	2.14E-04	6.245872	1.086328	0.78636	Rab18
1437174_at	0.01843	2.15E-04	6.244437	1.084721	0.6000917	Tfdp2
1434380_at	0.01843	2.15E-04	-6.242752	1.082833	-1.3656511	Gbp7
1452292_at	0.0185314	2.17E-04	-6.236133	1.075415	-0.5864518	Ap2b1
1425751_at	0.0185885	2.18E-04	6.231679	1.070421	0.536988	Slc22a26
1419063_at	0.0186162	2.18E-04	-6.228653	1.067026	-1.2203081	Ugt8a
1431085_a_at	0.0187362	2.21E-04	6.219365	1.056597	0.6386732	Pcmt1
1416034_at	0.0187362	2.21E-04	6.218978	1.056163	0.5790574	Cd24a
1451418_a_at	0.0187362	2.21E-04	-6.217846	1.05489	-0.676043	Spsb4
1452597_at	0.0187653	2.22E-04	-6.214782	1.051447	-0.4951021	Cmc2
1456838_at	0.0188025	2.23E-04	-6.211336	1.047572	-0.7774939	Lingo3
1423337_at	0.0188367	2.23E-04	-6.208041	1.043865	-0.6363833	Orc4
1450910_at	0.0188512	2.24E-04	6.205686	1.041216	0.5066301	Cap2
1454060_a_at	0.0189497	2.26E-04	-6.199371	1.034106	-0.5928852	Nras
1417820_at	0.0190195	2.27E-04	-6.193903	1.027945	-0.556635	Tor1b
1438842_at	0.0190195	2.28E-04	-6.191643	1.025397	-0.9240132	Mtch2
1423258_at	0.0190195	2.28E-04	6.191126	1.024815	1.4875179	Syt9
1415874_at	0.019063	2.29E-04	-6.185716	1.018713	-0.5626804	Spry1
1436650_at	0.019063	2.29E-04	6.184868	1.017756	0.6702428	Filip1
1435396_at	0.019063	2.30E-04	-6.182539	1.015127	-0.6640418	Stxbp6
1416321_s_at	0.019063	2.30E-04	-6.181238	1.013659	-0.9283009	Prelp
1432001_at	0.019063	2.30E-04	6.18088	1.013255	1.3990941	Mss51
1448234_at	0.0192081	2.33E-04	6.170451	1.001473	0.5159102	Dnajb6
1418666_at	0.0192081	2.33E-04	-6.170109	1.001086	-0.9166316	Ptx3
1419447_s_at	0.0192081	2.34E-04	6.16808	0.998792	0.5824091	Tbc1d1
1455494_at	0.0192081	2.35E-04	-6.164685	0.994953	-2.9136298	Col1a1
1455820_x_at	0.0192081	2.35E-04	-6.164547	0.994797	-0.8096543	Scarb1
1430036_at	0.0192081	2.35E-04	-6.164396	0.994625	-0.5197249	Mrln
1443983_at	0.0192264	2.35E-04	6.16194	0.991846	0.9522385	
1419139_at	0.0193009	2.37E-04	6.156895	0.986136	0.9157298	Gdf5
1428259_at	0.019327	2.37E-04	-6.154024	0.982884	-0.8821579	Pxdn
1444411_at	0.019327	2.38E-04	6.15164	0.980182	1.1061946	
1435125_at	0.019327	2.38E-04	-6.150455	0.97884	-1.0139468	Prima1
1422608_at	0.019327	2.39E-04	6.149298	0.977528	0.5390767	Arpp19
1420339_at	0.0193598	2.40E-04	-6.146204	0.974021	-0.6445665	Memo1
1448566_at	0.0194247	2.41E-04	-6.141647	0.968851	-0.6650144	Slc40a1
1418124_at	0.019473	2.42E-04	6.137861	0.964555	0.5454255	Emc4
1426098_a_at	0.0194852	2.43E-04	6.135003	0.961311	0.5563203	Cast
1425553_s_at	0.0194852	2.43E-04	6.134147	0.960339	0.6014251	Hip1r
1418849_x_at	0.019555	2.44E-04	-6.129408	0.954955	-0.9953001	Aqp7
1419006_s_at	0.0195614	2.45E-04	-6.125844	0.950903	-0.6068657	Peli2
1424407_s_at	0.0195614	2.46E-04	-6.123393	0.948116	-0.6488814	Cbx6
1416424_at	0.0195614	2.46E-04	-6.123198	0.947895	-0.6764983	Plin3
1437378_x_at	0.0195614	2.46E-04	-6.122853	0.947503	-0.7558432	Scarb1
1436440_at	0.019672	2.48E-04	-6.116311	0.940059	-0.5440884	Slc25a12
1418711_at	0.0198063	2.50E-04	-6.106904	0.929346	-0.6119397	Pdgfa
1432913_at	0.0198063	2.51E-04	6.106484	0.928867	1.5043608	Lrrc52
1434830_at	0.0198063	2.51E-04	-6.105642	0.927907	-0.6207828	Mxd1
1430053_a_at	0.0198092	2.51E-04	6.103883	0.925902	0.695328	Ola1
1427464_s_at	0.0198092	2.52E-04	6.102425	0.92424	0.4973115	Hspa5
1435989_x_at	0.0198764	2.53E-04	6.097901	0.91908	0.9662531	Krt8
1418003_at	0.0199057	2.54E-04	6.095068	0.915847	0.7470141	Rgcc
1451943_a_at	0.0201041	2.57E-04	6.083309	0.902417	0.5335306	Ppm1a
1430590_at	0.0201041	2.57E-04	6.083266	0.902367	0.7161541	D3Ertd751e
1422573_at	0.0201085	2.58E-04	6.081548	0.900403	1.0543292	Ampd3
1441063_at	0.0201219	2.58E-04	-6.079438	0.897991	-0.4873628	ago-03
1442769_at	0.0202526	2.61E-04	6.070567	0.887841	0.7885683	Mybpc1
1419150_at	0.0202526	2.61E-04	6.07023	0.887455	0.7384248	Myf6
1455213_at	0.0202526	2.62E-04	6.068543	0.885523	0.8151105	Tmsb15b2///Tmsb15l
1450983_at	0.0202526	2.62E-04	6.067685	0.884541	0.5425119	Akap8
1455862_at	0.0203824	2.64E-04	-6.060099	0.875849	-0.9348109	Ubtd2
1427020_at	0.0203824	2.65E-04	-6.056456	0.871672	-0.9312139	Scara3
AFFX-TransRecMur/X57349_5_at	0.0203824	2.65E-04	-6.05636	0.871561	-0.7640779	Tfrc
1448235_s_at	0.0203824	2.66E-04	6.053663	0.868467	0.7167173	Gm21596///Hmgb1-ps10///4932431P20Rik///Hmgb1
1429178_at	0.0203824	2.67E-04	-6.049418	0.863596	-0.6969371	Tenm3
1425803_a_at	0.0203824	2.67E-04	6.048816	0.862904	0.8750672	Mbd2
1416154_at	0.0203824	2.68E-04	6.047715	0.86164	0.8328595	Srp54b///Srp54a
1448671_at	0.0203824	2.68E-04	-6.045607	0.85922	-0.5770625	Ube2e3
1454757_s_at	0.0203824	2.69E-04	6.044591	0.858053	0.5228816	Ifi27
1428500_at	0.0203824	2.69E-04	-6.044587	0.858048	-0.5256472	Lrp6
1451130_at	0.0203824	2.69E-04	6.044403	0.857837	0.4845366	Use1
1416386_a_at	0.0203824	2.69E-04	6.044182	0.857583	0.7285448	M6pr
1423854_a_at	0.0205164	2.71E-04	-6.036964	0.849289	-1.1581195	Rasl11b
1457338_at	0.0205337	2.72E-04	6.034757	0.846751	1.0371779	
1427189_at	0.0208274	2.76E-04	6.02086	0.830754	0.5175976	Arih1
1435566_s_at	0.020841	2.77E-04	6.018831	0.828416	0.6099952	Araf
1424942_a_at	0.020843	2.77E-04	6.017288	0.826638	0.6342458	Myc
1416514_a_at	0.0208479	2.78E-04	-6.01424	0.823124	-0.956541	Fscn1
1460033_at	0.0208479	2.78E-04	6.014173	0.823047	0.5834643	A330023F24Rik
1430980_a_at	0.02085	2.79E-04	6.012633	0.821271	0.6140346	Eif4a1
1448350_at	0.0209339	2.80E-04	6.007679	0.815556	0.6053134	Asl
1425850_a_at	0.0209429	2.81E-04	6.005857	0.813453	0.7115501	Nek6
1456325_at	0.0209572	2.82E-04	-6.003819	0.8111	-0.5287883	Cep68
1439070_x_at	0.0209867	2.83E-04	6.000493	0.80726	0.5363135	Pisd-ps1///Pisd-ps3
1454604_s_at	0.0209867	2.83E-04	-5.999715	0.806361	-0.7210623	Tspan12
1424039_at	0.021085	2.85E-04	5.993644	0.799346	0.5134887	Saraf
1419126_at	0.021085	2.85E-04	-5.992016	0.797463	-0.6539207	Hoxd9
1435574_at	0.021085	2.86E-04	-5.991344	0.796686	-0.6537922	
1459749_s_at	0.0210887	2.86E-04	-5.989766	0.794861	-0.8142182	Fat4
1418780_at	0.0212711	2.89E-04	-5.98084	0.784532	-0.641009	Cyp39a1
1457058_at	0.0214204	2.92E-04	-5.973334	0.775836	-0.5810986	Adamts2
1432161_a_at	0.0215308	2.94E-04	-5.966276	0.767652	-0.5738366	Ptar1
1435258_at	0.0215308	2.94E-04	5.966035	0.767373	0.5618568	Tmem141
1417307_at	0.0215593	2.96E-04	5.96132	0.761901	0.5399535	Dmd
1425533_a_at	0.0215593	2.96E-04	5.960804	0.761302	0.4853192	Stau2
1436758_at	0.0215593	2.96E-04	5.960663	0.761139	0.5447072	Hdac4
1438961_s_at	0.0215858	2.97E-04	-5.958191	0.758269	-0.554983	Blmh
1448568_a_at	0.021673	2.98E-04	5.953268	0.75255	0.7959494	Slc20a1
1457587_at	0.021673	2.99E-04	5.951895	0.750954	0.9503151	Kcnq5
1428471_at	0.0217505	3.00E-04	5.947404	0.745734	0.714007	Sorbs1
1426503_a_at	0.0217671	3.01E-04	5.945351	0.743346	0.5454134	Rnf121
1437731_at	0.0217705	3.02E-04	-5.943825	0.741571	-0.5750393	C2cd2
1425674_a_at	0.0218057	3.03E-04	5.941041	0.738332	0.5012134	Ssu72
1425282_at	0.0218949	3.05E-04	5.934381	0.730578	0.8678632	Rnf144b
1416231_at	0.0218949	3.05E-04	5.934027	0.730166	0.6262667	Vac14
1423865_at	0.0218949	3.05E-04	5.933357	0.729385	0.5807932	Slc44a1
1455267_at	0.0220495	3.09E-04	5.922252	0.716441	0.7821189	Esrrg
1451780_at	0.0220495	3.09E-04	-5.92211	0.716275	-1.0381462	Blnk
1419033_at	0.0220495	3.09E-04	5.921975	0.716117	0.8068196	Stk26
1419522_at	0.0220495	3.09E-04	-5.92178	0.71589	-0.5128867	Zmynd19
1431572_at	0.0222385	3.13E-04	-5.912251	0.704768	-0.7447539	2310015K22Rik
1423281_at	0.0222385	3.13E-04	5.911671	0.70409	0.609668	Stmn2
1417175_at	0.0225129	3.17E-04	-5.899723	0.690123	-0.5882855	Csnk1e
1429776_a_at	0.0226367	3.20E-04	5.893636	0.683	1.131061	Dnajb6
1427148_at	0.0226922	3.21E-04	5.890174	0.678945	0.6122191	Pja2
1443924_at	0.0227614	3.22E-04	5.8862	0.67429	0.9184792	Wnk3
1429052_at	0.0227633	3.23E-04	-5.88478	0.672627	-0.5399083	Ptprd
1452179_at	0.0228481	3.25E-04	-5.879549	0.666494	-0.8403212	Jade1
1420628_at	0.0228481	3.25E-04	-5.878287	0.665012	-0.5840081	Pura
1459731_at	0.0228481	3.26E-04	5.877548	0.664146	0.5234458	
1455504_a_at	0.02314	3.30E-04	5.865293	0.649759	0.6384187	Mkrn1
1453774_at	0.0231471	3.31E-04	-5.863694	0.64788	-0.5440126	Amer1
1437216_at	0.0232033	3.33E-04	-5.859828	0.643336	-1.0023892	Ccdc88a
1417836_at	0.0232033	3.33E-04	-5.858949	0.642302	-0.5166153	Gpx7
1453564_a_at	0.023296	3.35E-04	5.853672	0.636096	0.6021134	Chmp3
